provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Villa,6,5,2,490,659050.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,4,1,2,203,422443.00
Samaná,Las Terrenas,Cosón,Apartamento,4,1,2,229,291746.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,5,3,4,225,450675.00
Puerto Plata,Puerto Plata,Costámbar,Townhouse,4,1,1,75,122175.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,4,4,1,138,158700.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,3,2,4,325,507975.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,2,4,2,171,222129.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,1,2,61,81435.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,2,2,1,191,272557.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,2,2,211,311647.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,4,2,149,165241.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,3,6,2,729,898128.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,3,4,4,681,1314330.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,1,2,140,285180.00
Samaná,Las Terrenas,Playa Bonita,Villa,5,6,4,266,592116.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,2,2,562,1275740.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,4,2,97,203312.00
La Romana,La Romana,Central Romana,Penthouse,3,5,2,470,982770.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,4,1,2,52,108784.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Villa,6,5,4,683,1161783.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,3,3,3,213,300756.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,6,6,4,687,1356825.00
La Romana,La Romana,Casa de Campo,Apartamento,3,3,1,,757376.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,4,4,2,640,888320.00
La Altagracia,Punta Cana,Bávaro,Apartamento,1,2,1,257,467226.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,2,1,256,312576.00
Samaná,Las Terrenas,Cosón,Apartamento,2,3,2,124,204228.00
La Romana,La Romana,Central Romana,Villa,4,5,2,463,1015359.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,5,3,4,582,1077864.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,4,1,212,273480.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,3,4,2,133,146965.00
Santo Domingo,Santo Domingo Este,Lucerna,Townhouse,3,1,2,105,207795.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,5,4,4,313,628817.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,3,2,2,650,573950.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,6,2,3,387,874620.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,2,4,549,747738.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,2,1,2,210,362250.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,1,1,172,216548.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,4,1,1,228,411084.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,2,4,1,108,203472.00
Santo Domingo,Santo Domingo Este,Lucerna,Villa,3,4,3,486,549180.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,1,1,206,295816.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,4,2,105,134085.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,4,3,2,130,180180.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,3,1,218,374306.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,1,1,176,332640.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,1,2,131,179470.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,2,4,1,54,66852.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,3,5,4,473,1010801.00
La Romana,La Romana,Buena Vista,Apartamento,4,1,1,121,153791.00
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,2,2,2,150,185250.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,2,1,1,72,143208.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,3,1,80,90000.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,6,4,445,529995.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,1,1,135,414045.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,3,5,3,703,1115661.00
Distrito Nacional,Santo Domingo,El Millón,Villa,4,4,2,441,467460.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,1,1,53,84800.00
Distrito Nacional,Santo Domingo,El Millón,Apartamento,2,2,1,191,373978.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,5,4,2,561,613734.00
La Romana,La Romana,Central Romana,Penthouse,3,3,4,243,564003.00
Santo Domingo,Santo Domingo Este,San Isidro,Villa,5,4,2,746,1331610.00
Distrito Nacional,Santo Domingo,La Julia,Casa,5,6,2,655,1050620.00
Samaná,Las Terrenas,Cosón,Townhouse,2,2,1,51,98889.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,1,3,1,244,456280.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,4,5,3,241,274981.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,4,6,3,561,1003068.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,4,5,2,243,422820.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,5,5,4,514,771514.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,4,3,4,291,339888.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,3,4,1,187,342771.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,3,1,1,90,155070.00
Samaná,Las Terrenas,Playa Bonita,Casa,5,3,2,434,684852.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,5,4,2,211,354058.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,1,2,76,105336.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,4,3,2,590,951080.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,1,1,1,100,200800.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Penthouse,4,3,2,456,730968.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Villa,6,5,2,571,1284179.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,3,2,164,230256.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,2,3,2,155,322555.00
Distrito Nacional,Santo Domingo,Naco,Casa,4,5,2,718,1513544.00
La Romana,La Romana,Casa de Campo,Townhouse,3,4,2,138,455124.00
La Altagracia,Punta Cana,El Cortecito,Casa,3,4,4,404,367640.00
Santiago,Santiago de los Caballeros,Gurabo,Villa,6,6,3,418,491568.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,3,1,1,197,373315.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,4,4,208,738192.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,4,2,94,197776.00
Distrito Nacional,Santo Domingo,Naco,Casa,4,2,4,669,882411.00
La Altagracia,Punta Cana,Cocotal,Casa,4,4,4,361,545832.00
Distrito Nacional,Santo Domingo,Piantini,Casa,4,2,4,553,854938.00
La Altagracia,Punta Cana,White Sands,Penthouse,4,5,2,392,830256.00
La Altagracia,Punta Cana,Cap Cana,Townhouse,4,4,2,94,266584.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,2,1,236,260308.00
Samaná,Las Terrenas,Cosón,Villa,3,3,4,505,1061510.00
Santo Domingo,Santo Domingo Oeste,Herrera,Penthouse,3,4,4,259,514633.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,3,4,3,191,266063.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,3,1,234,257868.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,4,2,2,176,330000.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,2,1,165,206250.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,5,2,2,530,634940.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,3,2,230,267490.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,4,2,1,75,133350.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,3,2,110,142560.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,4,2,1,142,157194.00
Puerto Plata,Puerto Plata,Sosúa,Casa,6,3,2,206,262238.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Townhouse,4,1,2,250,478500.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,5,2,4,737,1210891.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Villa,5,3,3,225,312525.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,6,2,334,760184.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,4,2,1,149,291593.00
La Romana,La Romana,Central Romana,Villa,6,6,2,667,975154.00
Santo Domingo,Santo Domingo Este,San Isidro,Penthouse,5,3,4,512,1309696.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Townhouse,2,1,2,94,135548.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,6,2,4,625,789375.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,1,2,192,367296.00
La Romana,La Romana,Buena Vista,Villa,6,2,4,715,1221935.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,3,2,4,283,406105.00
La Romana,La Romana,Buena Vista,Villa,5,5,4,677,1368217.00
Samaná,Las Terrenas,Cosón,Casa,5,5,2,591,549039.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,4,2,145,165445.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,1,1,84,144060.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,6,4,271,334414.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Penthouse,4,5,3,484,1096260.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,1,3,2,84,97356.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Villa,4,2,2,213,379992.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,3,3,2,179,342248.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,5,5,4,636,771468.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,2,2,241,309685.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,2,2,1,215,335615.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,1,2,83,120682.00
Samaná,Las Terrenas,Playa Bonita,Casa,5,4,3,565,883660.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,6,4,586,1199542.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,3,3,2,225,297225.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,3,2,116,198476.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,1,2,219,384126.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,3,2,153,289935.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,2,3,1,225,466650.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,2,2,74,152736.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,3,1,106,193662.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,3,2,199,338698.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,4,1,178,239410.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,3,3,2,385,597135.00
Puerto Plata,Puerto Plata,Playa Dorada,Villa,6,3,3,364,369460.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,3,1,51,103275.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,2,2,2,251,497984.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,4,2,148,164132.00
Distrito Nacional,Santo Domingo,Sarasota,Casa,5,2,3,723,896520.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,2,2,129,272706.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,3,2,1,260,310180.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,3,4,1,137,288111.00
La Altagracia,Punta Cana,Cap Cana,Casa,6,2,2,409,708388.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,1,2,232,272832.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,1,1,217,247380.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,4,1,2,171,374490.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,1,3,1,157,206298.00
La Romana,La Romana,Central Romana,Apartamento,3,1,1,177,266562.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,3,2,125,178500.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,2,4,2,110,121550.00
Distrito Nacional,Santo Domingo,Naco,Penthouse,5,5,3,296,772560.00
La Romana,La Romana,Casa de Campo,Apartamento,1,3,1,166,438904.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,4,2,3,548,1225328.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,1,1,85,123165.00
La Altagracia,Punta Cana,Punta Cana Village,Villa,5,2,3,530,648720.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,3,2,226,469854.00
Puerto Plata,Puerto Plata,Cabarete,Casa,3,3,2,606,1247754.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,4,2,206,238754.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Penthouse,3,4,3,243,395847.00
Santiago,Santiago de los Caballeros,Villa María,Casa,4,4,4,715,1615185.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,4,2,219,413472.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,4,6,3,687,816156.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,2,3,2,62,132556.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,1,2,163,328771.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,3,1,2,240,272640.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,1,2,180,274140.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,1,2,2,134,277112.00
La Altagracia,Punta Cana,White Sands,Apartamento,1,2,1,137,250299.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,1,2,2,85,164730.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,2,1,2,105,213780.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,6,2,4,306,542232.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,4,1,185,221815.00
La Romana,La Romana,Buena Vista,Villa,6,6,2,357,396984.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,3,4,2,205,329640.00
Santiago,Santiago de los Caballeros,La Barranquita,Townhouse,3,4,1,85,165325.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,5,6,3,746,1600170.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,5,4,4,315,687015.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,4,2,222,374070.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,4,1,63,76545.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,3,2,87,106749.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,1,3,2,76,183616.00
La Romana,La Romana,Buena Vista,Casa,5,2,3,576,980928.00
La Altagracia,Punta Cana,Cocotal,Casa,5,3,4,633,829863.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,2,2,164,239932.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Townhouse,1,4,1,159,265689.00
La Romana,La Romana,Buena Vista,Casa,5,2,3,657,766719.00
Distrito Nacional,Santo Domingo,Bella Vista,Penthouse,5,3,4,535,1527425.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,3,1,2,184,285200.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,2,4,2,73,132495.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,3,2,105,217560.00
La Romana,La Romana,Central Romana,Casa,5,5,2,429,399399.00
La Altagracia,Punta Cana,El Cortecito,Penthouse,3,4,3,496,1031184.00
Distrito Nacional,Santo Domingo,Sarasota,Villa,5,6,4,636,1174056.00
Distrito Nacional,Santo Domingo,Gazcue,Villa,4,4,4,264,276144.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,2,2,2,76,115596.00
La Romana,La Romana,Central Romana,Villa,6,2,4,337,302626.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,1,1,95,153425.00
La Romana,La Romana,Casa de Campo,Apartamento,2,3,2,149,467115.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,4,1,1,214,263006.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,3,1,124,212908.00
Samaná,Las Terrenas,Playa Bonita,Casa,6,5,3,211,384020.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,6,6,3,327,477420.00
La Altagracia,Punta Cana,Bávaro,Apartamento,2,1,1,51,97257.00
La Romana,La Romana,Central Romana,Penthouse,4,3,4,396,765468.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,4,3,4,438,546186.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,4,1,124,153388.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,6,4,3,311,691664.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,3,3,3,677,1199644.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,3,2,159,229755.00
Distrito Nacional,Santo Domingo,La Julia,Casa,4,5,3,548,616500.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,3,2,191,252502.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,4,6,2,449,957717.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,3,6,4,211,430651.00
Samaná,Las Terrenas,Cosón,Apartamento,2,1,2,189,390474.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,2,2,178,381810.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,2,1,243,337041.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,4,5,3,221,286858.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,5,3,2,391,746810.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,4,1,1,216,380808.00
Santo Domingo,Santo Domingo Este,Lucerna,Townhouse,3,3,1,146,273750.00
La Altagracia,Punta Cana,Cocotal,Apartamento,1,3,2,107,206617.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,1,1,162,233118.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,3,2,1,97,137934.00
La Altagracia,Punta Cana,Cocotal,Apartamento,1,2,2,257,456432.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,2,1,215,417315.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,4,3,4,704,654720.00
Samaná,Las Terrenas,Playa Bonita,Casa,5,3,4,595,1235815.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,5,2,,639,1336788.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,6,6,2,366,778116.00
La Romana,La Romana,Buena Vista,Casa,5,5,4,250,330000.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,3,3,4,696,1566696.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,4,1,250,532500.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,1,2,183,358863.00
La Altagracia,Punta Cana,Bávaro,Apartamento,4,2,2,252,473760.00
La Altagracia,Punta Cana,Cocotal,Villa,3,5,2,440,803880.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,4,2,185,159840.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,3,5,4,390,880620.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,4,2,116,228172.00
Samaná,Las Terrenas,Cosón,Apartamento,4,2,2,191,398808.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,3,2,197,355585.00
Puerto Plata,Puerto Plata,Cabarete,Villa,3,3,3,345,363975.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,2,2,212,235320.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,6,2,2,449,585496.00
La Altagracia,Punta Cana,Bávaro,Apartamento,4,4,2,232,282344.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,3,1,58,124410.00
La Romana,La Romana,Central Romana,Casa,4,2,3,424,928984.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,5,5,3,584,981120.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,1,2,235,425820.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,4,5,3,184,254656.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,3,2,79,128533.00
La Romana,La Romana,Central Romana,Casa,6,5,4,675,909900.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,4,1,116,143608.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,3,2,140,156660.00
Santiago,Santiago de los Caballeros,La Trinitaria,Casa,6,4,2,747,1406601.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,3,2,1,177,266916.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Villa,4,3,2,435,920460.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,1,2,207,357075.00
La Romana,La Romana,Casa de Campo,Villa,5,6,3,684,2147760.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,5,5,2,311,298560.00
La Romana,La Romana,Buena Vista,Apartamento,1,3,2,225,327825.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,3,1,53,81143.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,5,6,3,371,731983.00
Santiago,Santiago de los Caballeros,La Trinitaria,Casa,5,4,2,690,1836780.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,3,3,2,121,244783.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Townhouse,2,1,2,255,403410.00
La Romana,La Romana,Buena Vista,Villa,4,3,4,333,605394.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,2,3,2,126,203238.00
La Romana,La Romana,Central Romana,Casa,3,3,2,400,548000.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,5,4,3,548,1094356.00
La Romana,La Romana,Buena Vista,Apartamento,4,1,2,223,336061.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,3,2,133,285285.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,4,2,168,234528.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,1,1,91,164073.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,3,2,119,239309.00
La Altagracia,Punta Cana,White Sands,Apartamento,4,4,1,97,111259.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,2,1,151,197810.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Penthouse,4,5,2,233,538929.00
La Romana,La Romana,Casa de Campo,Casa,4,2,4,579,1330542.00
